Metric,Unit,Value
dram__throughput.avg.pct_of_peak_sustained_elapsed,%,1.78
sm__warps_active.avg.pct_of_peak_sustained_active,%,24.96
smsp__inst_executed.avg.per_cycle_active,inst/cycle,0.12
smsp__sass_average_data_bytes_per_sector_mem_global_op_ld.pct,%,82.53
smsp__sass_average_data_bytes_per_sector_mem_global_op_st.pct,%,83.33
dram__throughput.avg.pct_of_peak_sustained_elapsed,%,1.51
sm__warps_active.avg.pct_of_peak_sustained_active,%,23.24
smsp__inst_executed.avg.per_cycle_active,inst/cycle,0.09
smsp__sass_average_data_bytes_per_sector_mem_global_op_ld.pct,%,79.03
smsp__sass_average_data_bytes_per_sector_mem_global_op_st.pct,%,80
dram__throughput.avg.pct_of_peak_sustained_elapsed,%,11.25
sm__warps_active.avg.pct_of_peak_sustained_active,%,20.84
smsp__inst_executed.avg.per_cycle_active,inst/cycle,0.30
smsp__sass_average_data_bytes_per_sector_mem_global_op_ld.pct,%,82.32
smsp__sass_average_data_bytes_per_sector_mem_global_op_st.pct,%,87.50
dram__throughput.avg.pct_of_peak_sustained_elapsed,%,14.50
sm__warps_active.avg.pct_of_peak_sustained_active,%,13.74
smsp__inst_executed.avg.per_cycle_active,inst/cycle,0.05
smsp__sass_average_data_bytes_per_sector_mem_global_op_ld.pct,%,88.02
smsp__sass_average_data_bytes_per_sector_mem_global_op_st.pct,%,84.56
dram__throughput.avg.pct_of_peak_sustained_elapsed,%,1.53
sm__warps_active.avg.pct_of_peak_sustained_active,%,24.96
smsp__inst_executed.avg.per_cycle_active,inst/cycle,0.15
smsp__sass_average_data_bytes_per_sector_mem_global_op_ld.pct,%,82.12
smsp__sass_average_data_bytes_per_sector_mem_global_op_st.pct,%,83.90
dram__throughput.avg.pct_of_peak_sustained_elapsed,%,1.36
sm__warps_active.avg.pct_of_peak_sustained_active,%,24.40
smsp__inst_executed.avg.per_cycle_active,inst/cycle,0.10
smsp__sass_average_data_bytes_per_sector_mem_global_op_ld.pct,%,78.95
smsp__sass_average_data_bytes_per_sector_mem_global_op_st.pct,%,80.07
dram__throughput.avg.pct_of_peak_sustained_elapsed,%,1.65
sm__warps_active.avg.pct_of_peak_sustained_active,%,24.96
smsp__inst_executed.avg.per_cycle_active,inst/cycle,0.14
smsp__sass_average_data_bytes_per_sector_mem_global_op_ld.pct,%,82.23
smsp__sass_average_data_bytes_per_sector_mem_global_op_st.pct,%,83.33
dram__throughput.avg.pct_of_peak_sustained_elapsed,%,1.18
sm__warps_active.avg.pct_of_peak_sustained_active,%,22.98
smsp__inst_executed.avg.per_cycle_active,inst/cycle,0.09
smsp__sass_average_data_bytes_per_sector_mem_global_op_ld.pct,%,78.81
smsp__sass_average_data_bytes_per_sector_mem_global_op_st.pct,%,100
dram__throughput.avg.pct_of_peak_sustained_elapsed,%,1.59
sm__warps_active.avg.pct_of_peak_sustained_active,%,24.96
smsp__inst_executed.avg.per_cycle_active,inst/cycle,0.14
smsp__sass_average_data_bytes_per_sector_mem_global_op_ld.pct,%,82.34
smsp__sass_average_data_bytes_per_sector_mem_global_op_st.pct,%,84.13
dram__throughput.avg.pct_of_peak_sustained_elapsed,%,1.00
sm__warps_active.avg.pct_of_peak_sustained_active,%,23.55
smsp__inst_executed.avg.per_cycle_active,inst/cycle,0.09
smsp__sass_average_data_bytes_per_sector_mem_global_op_ld.pct,%,80.33
smsp__sass_average_data_bytes_per_sector_mem_global_op_st.pct,%,99.43
dram__throughput.avg.pct_of_peak_sustained_elapsed,%,1.70
sm__warps_active.avg.pct_of_peak_sustained_active,%,24.96
smsp__inst_executed.avg.per_cycle_active,inst/cycle,0.15
smsp__sass_average_data_bytes_per_sector_mem_global_op_ld.pct,%,82.44
smsp__sass_average_data_bytes_per_sector_mem_global_op_st.pct,%,84.68
dram__throughput.avg.pct_of_peak_sustained_elapsed,%,0.91
sm__warps_active.avg.pct_of_peak_sustained_active,%,22.76
smsp__inst_executed.avg.per_cycle_active,inst/cycle,0.08
smsp__sass_average_data_bytes_per_sector_mem_global_op_ld.pct,%,80.17
smsp__sass_average_data_bytes_per_sector_mem_global_op_st.pct,%,79.55
dram__throughput.avg.pct_of_peak_sustained_elapsed,%,12.85
sm__warps_active.avg.pct_of_peak_sustained_active,%,12.49
smsp__inst_executed.avg.per_cycle_active,inst/cycle,0.21
smsp__sass_average_data_bytes_per_sector_mem_global_op_ld.pct,%,82.26
smsp__sass_average_data_bytes_per_sector_mem_global_op_st.pct,%,87.50
dram__throughput.avg.pct_of_peak_sustained_elapsed,%,8.61
sm__warps_active.avg.pct_of_peak_sustained_active,%,12.42
smsp__inst_executed.avg.per_cycle_active,inst/cycle,0.05
smsp__sass_average_data_bytes_per_sector_mem_global_op_ld.pct,%,99.06
smsp__sass_average_data_bytes_per_sector_mem_global_op_st.pct,%,84.34
dram__throughput.avg.pct_of_peak_sustained_elapsed,%,1.73
sm__warps_active.avg.pct_of_peak_sustained_active,%,24.96
smsp__inst_executed.avg.per_cycle_active,inst/cycle,0.12
smsp__sass_average_data_bytes_per_sector_mem_global_op_ld.pct,%,82.53
smsp__sass_average_data_bytes_per_sector_mem_global_op_st.pct,%,83.33
dram__throughput.avg.pct_of_peak_sustained_elapsed,%,0.81
sm__warps_active.avg.pct_of_peak_sustained_active,%,21.82
smsp__inst_executed.avg.per_cycle_active,inst/cycle,0.08
smsp__sass_average_data_bytes_per_sector_mem_global_op_ld.pct,%,78.99
smsp__sass_average_data_bytes_per_sector_mem_global_op_st.pct,%,79.55
dram__throughput.avg.pct_of_peak_sustained_elapsed,%,1.76
sm__warps_active.avg.pct_of_peak_sustained_active,%,24.96
smsp__inst_executed.avg.per_cycle_active,inst/cycle,0.13
smsp__sass_average_data_bytes_per_sector_mem_global_op_ld.pct,%,82.73
smsp__sass_average_data_bytes_per_sector_mem_global_op_st.pct,%,84.68
dram__throughput.avg.pct_of_peak_sustained_elapsed,%,0.66
sm__warps_active.avg.pct_of_peak_sustained_active,%,23.11
smsp__inst_executed.avg.per_cycle_active,inst/cycle,0.09
smsp__sass_average_data_bytes_per_sector_mem_global_op_ld.pct,%,78.81
smsp__sass_average_data_bytes_per_sector_mem_global_op_st.pct,%,79.55
dram__throughput.avg.pct_of_peak_sustained_elapsed,%,1.58
sm__warps_active.avg.pct_of_peak_sustained_active,%,24.96
smsp__inst_executed.avg.per_cycle_active,inst/cycle,0.14
smsp__sass_average_data_bytes_per_sector_mem_global_op_ld.pct,%,82.48
smsp__sass_average_data_bytes_per_sector_mem_global_op_st.pct,%,85.78
dram__throughput.avg.pct_of_peak_sustained_elapsed,%,0.54
sm__warps_active.avg.pct_of_peak_sustained_active,%,21.15
smsp__inst_executed.avg.per_cycle_active,inst/cycle,0.07
smsp__sass_average_data_bytes_per_sector_mem_global_op_ld.pct,%,79.55
smsp__sass_average_data_bytes_per_sector_mem_global_op_st.pct,%,79.55
dram__throughput.avg.pct_of_peak_sustained_elapsed,%,1.56
sm__warps_active.avg.pct_of_peak_sustained_active,%,24.96
smsp__inst_executed.avg.per_cycle_active,inst/cycle,0.14
smsp__sass_average_data_bytes_per_sector_mem_global_op_ld.pct,%,82.34
smsp__sass_average_data_bytes_per_sector_mem_global_op_st.pct,%,85.78
dram__throughput.avg.pct_of_peak_sustained_elapsed,%,0.55
sm__warps_active.avg.pct_of_peak_sustained_active,%,21.04
smsp__inst_executed.avg.per_cycle_active,inst/cycle,0.08
smsp__sass_average_data_bytes_per_sector_mem_global_op_ld.pct,%,78.67
smsp__sass_average_data_bytes_per_sector_mem_global_op_st.pct,%,79.55
dram__throughput.avg.pct_of_peak_sustained_elapsed,%,11.07
sm__warps_active.avg.pct_of_peak_sustained_active,%,14.26
smsp__inst_executed.avg.per_cycle_active,inst/cycle,0.23
smsp__sass_average_data_bytes_per_sector_mem_global_op_ld.pct,%,80.60
smsp__sass_average_data_bytes_per_sector_mem_global_op_st.pct,%,87.55
dram__throughput.avg.pct_of_peak_sustained_elapsed,%,7.12
sm__warps_active.avg.pct_of_peak_sustained_active,%,12.27
smsp__inst_executed.avg.per_cycle_active,inst/cycle,0.05
smsp__sass_average_data_bytes_per_sector_mem_global_op_ld.pct,%,88.91
smsp__sass_average_data_bytes_per_sector_mem_global_op_st.pct,%,85
dram__throughput.avg.pct_of_peak_sustained_elapsed,%,1.55
sm__warps_active.avg.pct_of_peak_sustained_active,%,24.96
smsp__inst_executed.avg.per_cycle_active,inst/cycle,0.13
smsp__sass_average_data_bytes_per_sector_mem_global_op_ld.pct,%,82.34
smsp__sass_average_data_bytes_per_sector_mem_global_op_st.pct,%,85.78
dram__throughput.avg.pct_of_peak_sustained_elapsed,%,0.53
sm__warps_active.avg.pct_of_peak_sustained_active,%,20.75
smsp__inst_executed.avg.per_cycle_active,inst/cycle,0.07
smsp__sass_average_data_bytes_per_sector_mem_global_op_ld.pct,%,79.32
smsp__sass_average_data_bytes_per_sector_mem_global_op_st.pct,%,81.02
dram__throughput.avg.pct_of_peak_sustained_elapsed,%,1.70
sm__warps_active.avg.pct_of_peak_sustained_active,%,24.96
smsp__inst_executed.avg.per_cycle_active,inst/cycle,0.12
smsp__sass_average_data_bytes_per_sector_mem_global_op_ld.pct,%,82.53
smsp__sass_average_data_bytes_per_sector_mem_global_op_st.pct,%,83.33
dram__throughput.avg.pct_of_peak_sustained_elapsed,%,0.45
sm__warps_active.avg.pct_of_peak_sustained_active,%,19.90
smsp__inst_executed.avg.per_cycle_active,inst/cycle,0.07
smsp__sass_average_data_bytes_per_sector_mem_global_op_ld.pct,%,78.99
smsp__sass_average_data_bytes_per_sector_mem_global_op_st.pct,%,100
dram__throughput.avg.pct_of_peak_sustained_elapsed,%,1.68
sm__warps_active.avg.pct_of_peak_sustained_active,%,24.96
smsp__inst_executed.avg.per_cycle_active,inst/cycle,0.12
smsp__sass_average_data_bytes_per_sector_mem_global_op_ld.pct,%,82.53
smsp__sass_average_data_bytes_per_sector_mem_global_op_st.pct,%,83.33
dram__throughput.avg.pct_of_peak_sustained_elapsed,%,0.45
sm__warps_active.avg.pct_of_peak_sustained_active,%,19.62
smsp__inst_executed.avg.per_cycle_active,inst/cycle,0.07
smsp__sass_average_data_bytes_per_sector_mem_global_op_ld.pct,%,80.25
smsp__sass_average_data_bytes_per_sector_mem_global_op_st.pct,%,100
dram__throughput.avg.pct_of_peak_sustained_elapsed,%,1.70
sm__warps_active.avg.pct_of_peak_sustained_active,%,24.96
smsp__inst_executed.avg.per_cycle_active,inst/cycle,0.12
smsp__sass_average_data_bytes_per_sector_mem_global_op_ld.pct,%,82.53
smsp__sass_average_data_bytes_per_sector_mem_global_op_st.pct,%,83.33
dram__throughput.avg.pct_of_peak_sustained_elapsed,%,0.46
sm__warps_active.avg.pct_of_peak_sustained_active,%,19.79
smsp__inst_executed.avg.per_cycle_active,inst/cycle,0.07
smsp__sass_average_data_bytes_per_sector_mem_global_op_ld.pct,%,80.25
smsp__sass_average_data_bytes_per_sector_mem_global_op_st.pct,%,100
dram__throughput.avg.pct_of_peak_sustained_elapsed,%,10.85
sm__warps_active.avg.pct_of_peak_sustained_active,%,14.25
smsp__inst_executed.avg.per_cycle_active,inst/cycle,0.23
smsp__sass_average_data_bytes_per_sector_mem_global_op_ld.pct,%,80.67
smsp__sass_average_data_bytes_per_sector_mem_global_op_st.pct,%,87.50
dram__throughput.avg.pct_of_peak_sustained_elapsed,%,6.70
sm__warps_active.avg.pct_of_peak_sustained_active,%,12.33
smsp__inst_executed.avg.per_cycle_active,inst/cycle,0.05
smsp__sass_average_data_bytes_per_sector_mem_global_op_ld.pct,%,99.06
smsp__sass_average_data_bytes_per_sector_mem_global_op_st.pct,%,84.34
dram__throughput.avg.pct_of_peak_sustained_elapsed,%,1.64
sm__warps_active.avg.pct_of_peak_sustained_active,%,24.96
smsp__inst_executed.avg.per_cycle_active,inst/cycle,0.11
smsp__sass_average_data_bytes_per_sector_mem_global_op_ld.pct,%,82.53
smsp__sass_average_data_bytes_per_sector_mem_global_op_st.pct,%,83.33
dram__throughput.avg.pct_of_peak_sustained_elapsed,%,0.45
sm__warps_active.avg.pct_of_peak_sustained_active,%,19.60
smsp__inst_executed.avg.per_cycle_active,inst/cycle,0.07
smsp__sass_average_data_bytes_per_sector_mem_global_op_ld.pct,%,80.82
smsp__sass_average_data_bytes_per_sector_mem_global_op_st.pct,%,100
dram__throughput.avg.pct_of_peak_sustained_elapsed,%,1.70
sm__warps_active.avg.pct_of_peak_sustained_active,%,24.96
smsp__inst_executed.avg.per_cycle_active,inst/cycle,0.12
smsp__sass_average_data_bytes_per_sector_mem_global_op_ld.pct,%,82.53
smsp__sass_average_data_bytes_per_sector_mem_global_op_st.pct,%,83.33
dram__throughput.avg.pct_of_peak_sustained_elapsed,%,0.45
sm__warps_active.avg.pct_of_peak_sustained_active,%,19.63
smsp__inst_executed.avg.per_cycle_active,inst/cycle,0.07
smsp__sass_average_data_bytes_per_sector_mem_global_op_ld.pct,%,80.82
smsp__sass_average_data_bytes_per_sector_mem_global_op_st.pct,%,100
dram__throughput.avg.pct_of_peak_sustained_elapsed,%,1.70
sm__warps_active.avg.pct_of_peak_sustained_active,%,24.96
smsp__inst_executed.avg.per_cycle_active,inst/cycle,0.12
smsp__sass_average_data_bytes_per_sector_mem_global_op_ld.pct,%,82.53
smsp__sass_average_data_bytes_per_sector_mem_global_op_st.pct,%,83.33
dram__throughput.avg.pct_of_peak_sustained_elapsed,%,0.46
sm__warps_active.avg.pct_of_peak_sustained_active,%,19.70
smsp__inst_executed.avg.per_cycle_active,inst/cycle,0.07
smsp__sass_average_data_bytes_per_sector_mem_global_op_ld.pct,%,80.82
smsp__sass_average_data_bytes_per_sector_mem_global_op_st.pct,%,100
dram__throughput.avg.pct_of_peak_sustained_elapsed,%,1.64
sm__warps_active.avg.pct_of_peak_sustained_active,%,24.96
smsp__inst_executed.avg.per_cycle_active,inst/cycle,0.11
smsp__sass_average_data_bytes_per_sector_mem_global_op_ld.pct,%,82.53
smsp__sass_average_data_bytes_per_sector_mem_global_op_st.pct,%,83.33
dram__throughput.avg.pct_of_peak_sustained_elapsed,%,0.45
sm__warps_active.avg.pct_of_peak_sustained_active,%,19.75
smsp__inst_executed.avg.per_cycle_active,inst/cycle,0.07
smsp__sass_average_data_bytes_per_sector_mem_global_op_ld.pct,%,80.82
smsp__sass_average_data_bytes_per_sector_mem_global_op_st.pct,%,100
dram__throughput.avg.pct_of_peak_sustained_elapsed,%,10.93
sm__warps_active.avg.pct_of_peak_sustained_active,%,14.27
smsp__inst_executed.avg.per_cycle_active,inst/cycle,0.23
smsp__sass_average_data_bytes_per_sector_mem_global_op_ld.pct,%,80.75
smsp__sass_average_data_bytes_per_sector_mem_global_op_st.pct,%,87.55
dram__throughput.avg.pct_of_peak_sustained_elapsed,%,6.24
sm__warps_active.avg.pct_of_peak_sustained_active,%,12.47
smsp__inst_executed.avg.per_cycle_active,inst/cycle,0.05
smsp__sass_average_data_bytes_per_sector_mem_global_op_ld.pct,%,88.88
smsp__sass_average_data_bytes_per_sector_mem_global_op_st.pct,%,84.50
dram__throughput.avg.pct_of_peak_sustained_elapsed,%,1.66
sm__warps_active.avg.pct_of_peak_sustained_active,%,24.96
smsp__inst_executed.avg.per_cycle_active,inst/cycle,0.11
smsp__sass_average_data_bytes_per_sector_mem_global_op_ld.pct,%,82.53
smsp__sass_average_data_bytes_per_sector_mem_global_op_st.pct,%,83.33
dram__throughput.avg.pct_of_peak_sustained_elapsed,%,0.45
sm__warps_active.avg.pct_of_peak_sustained_active,%,19.67
smsp__inst_executed.avg.per_cycle_active,inst/cycle,0.07
smsp__sass_average_data_bytes_per_sector_mem_global_op_ld.pct,%,80.82
smsp__sass_average_data_bytes_per_sector_mem_global_op_st.pct,%,100
dram__throughput.avg.pct_of_peak_sustained_elapsed,%,1.70
sm__warps_active.avg.pct_of_peak_sustained_active,%,24.96
smsp__inst_executed.avg.per_cycle_active,inst/cycle,0.12
smsp__sass_average_data_bytes_per_sector_mem_global_op_ld.pct,%,82.53
smsp__sass_average_data_bytes_per_sector_mem_global_op_st.pct,%,83.33
dram__throughput.avg.pct_of_peak_sustained_elapsed,%,0.46
sm__warps_active.avg.pct_of_peak_sustained_active,%,19.70
smsp__inst_executed.avg.per_cycle_active,inst/cycle,0.07
smsp__sass_average_data_bytes_per_sector_mem_global_op_ld.pct,%,80.82
smsp__sass_average_data_bytes_per_sector_mem_global_op_st.pct,%,100
dram__throughput.avg.pct_of_peak_sustained_elapsed,%,1.68
sm__warps_active.avg.pct_of_peak_sustained_active,%,24.96
smsp__inst_executed.avg.per_cycle_active,inst/cycle,0.12
smsp__sass_average_data_bytes_per_sector_mem_global_op_ld.pct,%,82.53
smsp__sass_average_data_bytes_per_sector_mem_global_op_st.pct,%,83.33
dram__throughput.avg.pct_of_peak_sustained_elapsed,%,0.46
sm__warps_active.avg.pct_of_peak_sustained_active,%,19.77
smsp__inst_executed.avg.per_cycle_active,inst/cycle,0.07
smsp__sass_average_data_bytes_per_sector_mem_global_op_ld.pct,%,80.82
smsp__sass_average_data_bytes_per_sector_mem_global_op_st.pct,%,100
dram__throughput.avg.pct_of_peak_sustained_elapsed,%,1.73
sm__warps_active.avg.pct_of_peak_sustained_active,%,24.96
smsp__inst_executed.avg.per_cycle_active,inst/cycle,0.13
smsp__sass_average_data_bytes_per_sector_mem_global_op_ld.pct,%,82.59
smsp__sass_average_data_bytes_per_sector_mem_global_op_st.pct,%,84.68
dram__throughput.avg.pct_of_peak_sustained_elapsed,%,0.35
sm__warps_active.avg.pct_of_peak_sustained_active,%,23.14
smsp__inst_executed.avg.per_cycle_active,inst/cycle,0.08
smsp__sass_average_data_bytes_per_sector_mem_global_op_ld.pct,%,81.06
smsp__sass_average_data_bytes_per_sector_mem_global_op_st.pct,%,97.22
dram__throughput.avg.pct_of_peak_sustained_elapsed,%,10.80
sm__warps_active.avg.pct_of_peak_sustained_active,%,14.26
smsp__inst_executed.avg.per_cycle_active,inst/cycle,0.23
smsp__sass_average_data_bytes_per_sector_mem_global_op_ld.pct,%,81.17
smsp__sass_average_data_bytes_per_sector_mem_global_op_st.pct,%,87.50
dram__throughput.avg.pct_of_peak_sustained_elapsed,%,5.03
sm__warps_active.avg.pct_of_peak_sustained_active,%,12.47
smsp__inst_executed.avg.per_cycle_active,inst/cycle,0.05
smsp__sass_average_data_bytes_per_sector_mem_global_op_ld.pct,%,99.06
smsp__sass_average_data_bytes_per_sector_mem_global_op_st.pct,%,84.22
dram__throughput.avg.pct_of_peak_sustained_elapsed,%,1.72
sm__warps_active.avg.pct_of_peak_sustained_active,%,24.96
smsp__inst_executed.avg.per_cycle_active,inst/cycle,0.13
smsp__sass_average_data_bytes_per_sector_mem_global_op_ld.pct,%,82.59
smsp__sass_average_data_bytes_per_sector_mem_global_op_st.pct,%,84.68
dram__throughput.avg.pct_of_peak_sustained_elapsed,%,0.36
sm__warps_active.avg.pct_of_peak_sustained_active,%,23.14
smsp__inst_executed.avg.per_cycle_active,inst/cycle,0.09
smsp__sass_average_data_bytes_per_sector_mem_global_op_ld.pct,%,81.06
smsp__sass_average_data_bytes_per_sector_mem_global_op_st.pct,%,79.55
dram__throughput.avg.pct_of_peak_sustained_elapsed,%,1.74
sm__warps_active.avg.pct_of_peak_sustained_active,%,24.96
smsp__inst_executed.avg.per_cycle_active,inst/cycle,0.13
smsp__sass_average_data_bytes_per_sector_mem_global_op_ld.pct,%,82.73
smsp__sass_average_data_bytes_per_sector_mem_global_op_st.pct,%,84.68
dram__throughput.avg.pct_of_peak_sustained_elapsed,%,0.36
sm__warps_active.avg.pct_of_peak_sustained_active,%,22.85
smsp__inst_executed.avg.per_cycle_active,inst/cycle,0.09
smsp__sass_average_data_bytes_per_sector_mem_global_op_ld.pct,%,78.99
smsp__sass_average_data_bytes_per_sector_mem_global_op_st.pct,%,79.55
dram__throughput.avg.pct_of_peak_sustained_elapsed,%,1.71
sm__warps_active.avg.pct_of_peak_sustained_active,%,24.96
smsp__inst_executed.avg.per_cycle_active,inst/cycle,0.12
smsp__sass_average_data_bytes_per_sector_mem_global_op_ld.pct,%,82.73
smsp__sass_average_data_bytes_per_sector_mem_global_op_st.pct,%,84.68
dram__throughput.avg.pct_of_peak_sustained_elapsed,%,0.35
sm__warps_active.avg.pct_of_peak_sustained_active,%,23.08
smsp__inst_executed.avg.per_cycle_active,inst/cycle,0.08
smsp__sass_average_data_bytes_per_sector_mem_global_op_ld.pct,%,79.73
smsp__sass_average_data_bytes_per_sector_mem_global_op_st.pct,%,79.55
dram__throughput.avg.pct_of_peak_sustained_elapsed,%,1.73
sm__warps_active.avg.pct_of_peak_sustained_active,%,24.96
smsp__inst_executed.avg.per_cycle_active,inst/cycle,0.13
smsp__sass_average_data_bytes_per_sector_mem_global_op_ld.pct,%,82.73
smsp__sass_average_data_bytes_per_sector_mem_global_op_st.pct,%,84.68
dram__throughput.avg.pct_of_peak_sustained_elapsed,%,0.36
sm__warps_active.avg.pct_of_peak_sustained_active,%,22.96
smsp__inst_executed.avg.per_cycle_active,inst/cycle,0.09
smsp__sass_average_data_bytes_per_sector_mem_global_op_ld.pct,%,79.55
smsp__sass_average_data_bytes_per_sector_mem_global_op_st.pct,%,97.22
dram__throughput.avg.pct_of_peak_sustained_elapsed,%,10.93
sm__warps_active.avg.pct_of_peak_sustained_active,%,14.26
smsp__inst_executed.avg.per_cycle_active,inst/cycle,0.23
smsp__sass_average_data_bytes_per_sector_mem_global_op_ld.pct,%,81.22
smsp__sass_average_data_bytes_per_sector_mem_global_op_st.pct,%,87.57
dram__throughput.avg.pct_of_peak_sustained_elapsed,%,4.54
sm__warps_active.avg.pct_of_peak_sustained_active,%,12.13
smsp__inst_executed.avg.per_cycle_active,inst/cycle,0.05
smsp__sass_average_data_bytes_per_sector_mem_global_op_ld.pct,%,88.92
smsp__sass_average_data_bytes_per_sector_mem_global_op_st.pct,%,84.68
dram__throughput.avg.pct_of_peak_sustained_elapsed,%,1.72
sm__warps_active.avg.pct_of_peak_sustained_active,%,24.96
smsp__inst_executed.avg.per_cycle_active,inst/cycle,0.13
smsp__sass_average_data_bytes_per_sector_mem_global_op_ld.pct,%,82.59
smsp__sass_average_data_bytes_per_sector_mem_global_op_st.pct,%,84.68
dram__throughput.avg.pct_of_peak_sustained_elapsed,%,0.36
sm__warps_active.avg.pct_of_peak_sustained_active,%,22.95
smsp__inst_executed.avg.per_cycle_active,inst/cycle,0.09
smsp__sass_average_data_bytes_per_sector_mem_global_op_ld.pct,%,81.06
smsp__sass_average_data_bytes_per_sector_mem_global_op_st.pct,%,79.55
dram__throughput.avg.pct_of_peak_sustained_elapsed,%,1.71
sm__warps_active.avg.pct_of_peak_sustained_active,%,24.96
smsp__inst_executed.avg.per_cycle_active,inst/cycle,0.12
smsp__sass_average_data_bytes_per_sector_mem_global_op_ld.pct,%,82.73
smsp__sass_average_data_bytes_per_sector_mem_global_op_st.pct,%,84.68
dram__throughput.avg.pct_of_peak_sustained_elapsed,%,0.37
sm__warps_active.avg.pct_of_peak_sustained_active,%,23.17
smsp__inst_executed.avg.per_cycle_active,inst/cycle,0.09
smsp__sass_average_data_bytes_per_sector_mem_global_op_ld.pct,%,78.99
smsp__sass_average_data_bytes_per_sector_mem_global_op_st.pct,%,79.55
dram__throughput.avg.pct_of_peak_sustained_elapsed,%,1.72
sm__warps_active.avg.pct_of_peak_sustained_active,%,24.96
smsp__inst_executed.avg.per_cycle_active,inst/cycle,0.12
smsp__sass_average_data_bytes_per_sector_mem_global_op_ld.pct,%,82.73
smsp__sass_average_data_bytes_per_sector_mem_global_op_st.pct,%,84.68
dram__throughput.avg.pct_of_peak_sustained_elapsed,%,0.37
sm__warps_active.avg.pct_of_peak_sustained_active,%,23.15
smsp__inst_executed.avg.per_cycle_active,inst/cycle,0.09
smsp__sass_average_data_bytes_per_sector_mem_global_op_ld.pct,%,79.73
smsp__sass_average_data_bytes_per_sector_mem_global_op_st.pct,%,79.55
dram__throughput.avg.pct_of_peak_sustained_elapsed,%,1.77
sm__warps_active.avg.pct_of_peak_sustained_active,%,24.95
smsp__inst_executed.avg.per_cycle_active,inst/cycle,0.10
smsp__sass_average_data_bytes_per_sector_mem_global_op_ld.pct,%,82.79
smsp__sass_average_data_bytes_per_sector_mem_global_op_st.pct,%,87.50
dram__throughput.avg.pct_of_peak_sustained_elapsed,%,0.27
sm__warps_active.avg.pct_of_peak_sustained_active,%,19.60
smsp__inst_executed.avg.per_cycle_active,inst/cycle,0.06
smsp__sass_average_data_bytes_per_sector_mem_global_op_ld.pct,%,78.99
smsp__sass_average_data_bytes_per_sector_mem_global_op_st.pct,%,97.22
dram__throughput.avg.pct_of_peak_sustained_elapsed,%,10.59
sm__warps_active.avg.pct_of_peak_sustained_active,%,14.29
smsp__inst_executed.avg.per_cycle_active,inst/cycle,0.24
smsp__sass_average_data_bytes_per_sector_mem_global_op_ld.pct,%,82.50
smsp__sass_average_data_bytes_per_sector_mem_global_op_st.pct,%,87.50
dram__throughput.avg.pct_of_peak_sustained_elapsed,%,1.67
sm__warps_active.avg.pct_of_peak_sustained_active,%,12.15
smsp__inst_executed.avg.per_cycle_active,inst/cycle,0.05
smsp__sass_average_data_bytes_per_sector_mem_global_op_ld.pct,%,99.06
smsp__sass_average_data_bytes_per_sector_mem_global_op_st.pct,%,84
dram__throughput.avg.pct_of_peak_sustained_elapsed,%,1.74
sm__warps_active.avg.pct_of_peak_sustained_active,%,24.95
smsp__inst_executed.avg.per_cycle_active,inst/cycle,0.10
smsp__sass_average_data_bytes_per_sector_mem_global_op_ld.pct,%,82.79
smsp__sass_average_data_bytes_per_sector_mem_global_op_st.pct,%,87.50
dram__throughput.avg.pct_of_peak_sustained_elapsed,%,0.28
sm__warps_active.avg.pct_of_peak_sustained_active,%,19.92
smsp__inst_executed.avg.per_cycle_active,inst/cycle,0.07
smsp__sass_average_data_bytes_per_sector_mem_global_op_ld.pct,%,80.67
smsp__sass_average_data_bytes_per_sector_mem_global_op_st.pct,%,79.55
dram__throughput.avg.pct_of_peak_sustained_elapsed,%,1.74
sm__warps_active.avg.pct_of_peak_sustained_active,%,24.96
smsp__inst_executed.avg.per_cycle_active,inst/cycle,0.10
smsp__sass_average_data_bytes_per_sector_mem_global_op_ld.pct,%,82.93
smsp__sass_average_data_bytes_per_sector_mem_global_op_st.pct,%,87.50
dram__throughput.avg.pct_of_peak_sustained_elapsed,%,0.28
sm__warps_active.avg.pct_of_peak_sustained_active,%,19.88
smsp__inst_executed.avg.per_cycle_active,inst/cycle,0.07
smsp__sass_average_data_bytes_per_sector_mem_global_op_ld.pct,%,79.55
smsp__sass_average_data_bytes_per_sector_mem_global_op_st.pct,%,97.22
dram__throughput.avg.pct_of_peak_sustained_elapsed,%,0.39
sm__warps_active.avg.pct_of_peak_sustained_active,%,12.26
smsp__inst_executed.avg.per_cycle_active,inst/cycle,0.03
smsp__sass_average_data_bytes_per_sector_mem_global_op_ld.pct,%,67.71
smsp__sass_average_data_bytes_per_sector_mem_global_op_st.pct,%,100
dram__throughput.avg.pct_of_peak_sustained_elapsed,%,13.36
sm__warps_active.avg.pct_of_peak_sustained_active,%,85.48
smsp__inst_executed.avg.per_cycle_active,inst/cycle,0.26
smsp__sass_average_data_bytes_per_sector_mem_global_op_ld.pct,%,73.29
smsp__sass_average_data_bytes_per_sector_mem_global_op_st.pct,%,100
dram__throughput.avg.pct_of_peak_sustained_elapsed,%,2.41
sm__warps_active.avg.pct_of_peak_sustained_active,%,6.25
smsp__inst_executed.avg.per_cycle_active,inst/cycle,0.07
smsp__sass_average_data_bytes_per_sector_mem_global_op_ld.pct,%,79.14
smsp__sass_average_data_bytes_per_sector_mem_global_op_st.pct,%,100
